time_id,full_date,day_of_month,day_name,month_number,month_name,quarter,year,is_weekend
516,2023-05-31,31,Wednesday,5,May,2,2023,False
517,2023-06-01,1,Thursday,6,June,2,2023,False
518,2023-06-02,2,Friday,6,June,2,2023,False
519,2023-06-03,3,Saturday,6,June,2,2023,True
520,2023-06-04,4,Sunday,6,June,2,2023,True
521,2023-06-05,5,Monday,6,June,2,2023,False
522,2023-06-06,6,Tuesday,6,June,2,2023,False
523,2023-06-07,7,Wednesday,6,June,2,2023,False
524,2023-06-08,8,Thursday,6,June,2,2023,False
525,2023-06-09,9,Friday,6,June,2,2023,False
526,2023-06-10,10,Saturday,6,June,2,2023,True
527,2023-06-11,11,Sunday,6,June,2,2023,True
528,2023-06-12,12,Monday,6,June,2,2023,False
529,2023-06-13,13,Tuesday,6,June,2,2023,False
530,2023-06-14,14,Wednesday,6,June,2,2023,False
531,2023-06-15,15,Thursday,6,June,2,2023,False
532,2023-06-16,16,Friday,6,June,2,2023,False
533,2023-06-17,17,Saturday,6,June,2,2023,True
534,2023-06-18,18,Sunday,6,June,2,2023,True
535,2023-06-19,19,Monday,6,June,2,2023,False
536,2023-06-20,20,Tuesday,6,June,2,2023,False
537,2023-06-21,21,Wednesday,6,June,2,2023,False
538,2023-06-22,22,Thursday,6,June,2,2023,False
539,2023-06-23,23,Friday,6,June,2,2023,False
540,2023-06-24,24,Saturday,6,June,2,2023,True
541,2023-06-25,25,Sunday,6,June,2,2023,True
542,2023-06-26,26,Monday,6,June,2,2023,False
543,2023-06-27,27,Tuesday,6,June,2,2023,False
544,2023-06-28,28,Wednesday,6,June,2,2023,False
545,2023-06-29,29,Thursday,6,June,2,2023,False
546,2023-06-30,30,Friday,6,June,2,2023,False
547,2023-07-01,1,Saturday,7,July,3,2023,True
548,2023-07-02,2,Sunday,7,July,3,2023,True
549,2023-07-03,3,Monday,7,July,3,2023,False
550,2023-07-04,4,Tuesday,7,July,3,2023,False
551,2023-07-05,5,Wednesday,7,July,3,2023,False
552,2023-07-06,6,Thursday,7,July,3,2023,False
553,2023-07-07,7,Friday,7,July,3,2023,False
554,2023-07-08,8,Saturday,7,July,3,2023,True
555,2023-07-09,9,Sunday,7,July,3,2023,True
556,2023-07-10,10,Monday,7,July,3,2023,False
557,2023-07-11,11,Tuesday,7,July,3,2023,False
558,2023-07-12,12,Wednesday,7,July,3,2023,False
559,2023-07-13,13,Thursday,7,July,3,2023,False
560,2023-07-14,14,Friday,7,July,3,2023,False
561,2023-07-15,15,Saturday,7,July,3,2023,True
562,2023-07-16,16,Sunday,7,July,3,2023,True
563,2023-07-17,17,Monday,7,July,3,2023,False
564,2023-07-18,18,Tuesday,7,July,3,2023,False
565,2023-07-19,19,Wednesday,7,July,3,2023,False
566,2023-07-20,20,Thursday,7,July,3,2023,False
567,2023-07-21,21,Friday,7,July,3,2023,False
568,2023-07-22,22,Saturday,7,July,3,2023,True
569,2023-07-23,23,Sunday,7,July,3,2023,True
570,2023-07-24,24,Monday,7,July,3,2023,False
571,2023-07-25,25,Tuesday,7,July,3,2023,False
572,2023-07-26,26,Wednesday,7,July,3,2023,False
573,2023-07-27,27,Thursday,7,July,3,2023,False
574,2023-07-28,28,Friday,7,July,3,2023,False
575,2023-07-29,29,Saturday,7,July,3,2023,True
576,2023-07-30,30,Sunday,7,July,3,2023,True
577,2023-07-31,31,Monday,7,July,3,2023,False
578,2023-08-01,1,Tuesday,8,August,3,2023,False
579,2023-08-02,2,Wednesday,8,August,3,2023,False
580,2023-08-03,3,Thursday,8,August,3,2023,False
581,2023-08-04,4,Friday,8,August,3,2023,False
582,2023-08-05,5,Saturday,8,August,3,2023,True
583,2023-08-06,6,Sunday,8,August,3,2023,True
584,2023-08-07,7,Monday,8,August,3,2023,False
585,2023-08-08,8,Tuesday,8,August,3,2023,False
586,2023-08-09,9,Wednesday,8,August,3,2023,False
587,2023-08-10,10,Thursday,8,August,3,2023,False
588,2023-08-11,11,Friday,8,August,3,2023,False
589,2023-08-12,12,Saturday,8,August,3,2023,True
590,2023-08-13,13,Sunday,8,August,3,2023,True
591,2023-08-14,14,Monday,8,August,3,2023,False
592,2023-08-15,15,Tuesday,8,August,3,2023,False
593,2023-08-16,16,Wednesday,8,August,3,2023,False
594,2023-08-17,17,Thursday,8,August,3,2023,False
595,2023-08-18,18,Friday,8,August,3,2023,False
596,2023-08-19,19,Saturday,8,August,3,2023,True
597,2023-08-20,20,Sunday,8,August,3,2023,True
598,2023-08-21,21,Monday,8,August,3,2023,False
599,2023-08-22,22,Tuesday,8,August,3,2023,False
600,2023-08-23,23,Wednesday,8,August,3,2023,False
601,2023-08-24,24,Thursday,8,August,3,2023,False
602,2023-08-25,25,Friday,8,August,3,2023,False
603,2023-08-26,26,Saturday,8,August,3,2023,True
604,2023-08-27,27,Sunday,8,August,3,2023,True
605,2023-08-28,28,Monday,8,August,3,2023,False
606,2023-08-29,29,Tuesday,8,August,3,2023,False
607,2023-08-30,30,Wednesday,8,August,3,2023,False
608,2023-08-31,31,Thursday,8,August,3,2023,False
609,2023-09-01,1,Friday,9,September,3,2023,False
610,2023-09-02,2,Saturday,9,September,3,2023,True
611,2023-09-03,3,Sunday,9,September,3,2023,True
612,2023-09-04,4,Monday,9,September,3,2023,False
613,2023-09-05,5,Tuesday,9,September,3,2023,False
614,2023-09-06,6,Wednesday,9,September,3,2023,False
615,2023-09-07,7,Thursday,9,September,3,2023,False
616,2023-09-08,8,Friday,9,September,3,2023,False
617,2023-09-09,9,Saturday,9,September,3,2023,True
618,2023-09-10,10,Sunday,9,September,3,2023,True
619,2023-09-11,11,Monday,9,September,3,2023,False
620,2023-09-12,12,Tuesday,9,September,3,2023,False
621,2023-09-13,13,Wednesday,9,September,3,2023,False
622,2023-09-14,14,Thursday,9,September,3,2023,False
623,2023-09-15,15,Friday,9,September,3,2023,False
624,2023-09-16,16,Saturday,9,September,3,2023,True
625,2023-09-17,17,Sunday,9,September,3,2023,True
626,2023-09-18,18,Monday,9,September,3,2023,False
627,2023-09-19,19,Tuesday,9,September,3,2023,False
628,2023-09-20,20,Wednesday,9,September,3,2023,False
629,2023-09-21,21,Thursday,9,September,3,2023,False
630,2023-09-22,22,Friday,9,September,3,2023,False
631,2023-09-23,23,Saturday,9,September,3,2023,True
632,2023-09-24,24,Sunday,9,September,3,2023,True
633,2023-09-25,25,Monday,9,September,3,2023,False
634,2023-09-26,26,Tuesday,9,September,3,2023,False
635,2023-09-27,27,Wednesday,9,September,3,2023,False
636,2023-09-28,28,Thursday,9,September,3,2023,False
637,2023-09-29,29,Friday,9,September,3,2023,False
638,2023-09-30,30,Saturday,9,September,3,2023,True
639,2023-10-01,1,Sunday,10,October,4,2023,True
640,2023-10-02,2,Monday,10,October,4,2023,False
641,2023-10-03,3,Tuesday,10,October,4,2023,False
642,2023-10-04,4,Wednesday,10,October,4,2023,False
643,2023-10-05,5,Thursday,10,October,4,2023,False
644,2023-10-06,6,Friday,10,October,4,2023,False
645,2023-10-07,7,Saturday,10,October,4,2023,True
646,2023-10-08,8,Sunday,10,October,4,2023,True
647,2023-10-09,9,Monday,10,October,4,2023,False
648,2023-10-10,10,Tuesday,10,October,4,2023,False
649,2023-10-11,11,Wednesday,10,October,4,2023,False
650,2023-10-12,12,Thursday,10,October,4,2023,False
651,2023-10-13,13,Friday,10,October,4,2023,False
652,2023-10-14,14,Saturday,10,October,4,2023,True
653,2023-10-15,15,Sunday,10,October,4,2023,True
654,2023-10-16,16,Monday,10,October,4,2023,False
655,2023-10-17,17,Tuesday,10,October,4,2023,False
656,2023-10-18,18,Wednesday,10,October,4,2023,False
657,2023-10-19,19,Thursday,10,October,4,2023,False
658,2023-10-20,20,Friday,10,October,4,2023,False
659,2023-10-21,21,Saturday,10,October,4,2023,True
660,2023-10-22,22,Sunday,10,October,4,2023,True
661,2023-10-23,23,Monday,10,October,4,2023,False
662,2023-10-24,24,Tuesday,10,October,4,2023,False
663,2023-10-25,25,Wednesday,10,October,4,2023,False
664,2023-10-26,26,Thursday,10,October,4,2023,False
665,2023-10-27,27,Friday,10,October,4,2023,False
666,2023-10-28,28,Saturday,10,October,4,2023,True
667,2023-10-29,29,Sunday,10,October,4,2023,True
668,2023-10-30,30,Monday,10,October,4,2023,False
669,2023-10-31,31,Tuesday,10,October,4,2023,False
670,2023-11-01,1,Wednesday,11,November,4,2023,False
671,2023-11-02,2,Thursday,11,November,4,2023,False
672,2023-11-03,3,Friday,11,November,4,2023,False
673,2023-11-04,4,Saturday,11,November,4,2023,True
674,2023-11-05,5,Sunday,11,November,4,2023,True
675,2023-11-06,6,Monday,11,November,4,2023,False
676,2023-11-07,7,Tuesday,11,November,4,2023,False
677,2023-11-08,8,Wednesday,11,November,4,2023,False
678,2023-11-09,9,Thursday,11,November,4,2023,False
679,2023-11-10,10,Friday,11,November,4,2023,False
680,2023-11-11,11,Saturday,11,November,4,2023,True
681,2023-11-12,12,Sunday,11,November,4,2023,True
682,2023-11-13,13,Monday,11,November,4,2023,False
683,2023-11-14,14,Tuesday,11,November,4,2023,False
684,2023-11-15,15,Wednesday,11,November,4,2023,False
685,2023-11-16,16,Thursday,11,November,4,2023,False
686,2023-11-17,17,Friday,11,November,4,2023,False
687,2023-11-18,18,Saturday,11,November,4,2023,True
688,2023-11-19,19,Sunday,11,November,4,2023,True
689,2023-11-20,20,Monday,11,November,4,2023,False
690,2023-11-21,21,Tuesday,11,November,4,2023,False
691,2023-11-22,22,Wednesday,11,November,4,2023,False
692,2023-11-23,23,Thursday,11,November,4,2023,False
693,2023-11-24,24,Friday,11,November,4,2023,False
694,2023-11-25,25,Saturday,11,November,4,2023,True
695,2023-11-26,26,Sunday,11,November,4,2023,True
696,2023-11-27,27,Monday,11,November,4,2023,False
697,2023-11-28,28,Tuesday,11,November,4,2023,False
698,2023-11-29,29,Wednesday,11,November,4,2023,False
699,2023-11-30,30,Thursday,11,November,4,2023,False
700,2023-12-01,1,Friday,12,December,4,2023,False
701,2023-12-02,2,Saturday,12,December,4,2023,True
702,2023-12-03,3,Sunday,12,December,4,2023,True
703,2023-12-04,4,Monday,12,December,4,2023,False
704,2023-12-05,5,Tuesday,12,December,4,2023,False
705,2023-12-06,6,Wednesday,12,December,4,2023,False
706,2023-12-07,7,Thursday,12,December,4,2023,False
707,2023-12-08,8,Friday,12,December,4,2023,False
708,2023-12-09,9,Saturday,12,December,4,2023,True
709,2023-12-10,10,Sunday,12,December,4,2023,True
710,2023-12-11,11,Monday,12,December,4,2023,False
711,2023-12-12,12,Tuesday,12,December,4,2023,False
712,2023-12-13,13,Wednesday,12,December,4,2023,False
713,2023-12-14,14,Thursday,12,December,4,2023,False
714,2023-12-15,15,Friday,12,December,4,2023,False
715,2023-12-16,16,Saturday,12,December,4,2023,True
716,2023-12-17,17,Sunday,12,December,4,2023,True
717,2023-12-18,18,Monday,12,December,4,2023,False
718,2023-12-19,19,Tuesday,12,December,4,2023,False
719,2023-12-20,20,Wednesday,12,December,4,2023,False
720,2023-12-21,21,Thursday,12,December,4,2023,False
721,2023-12-22,22,Friday,12,December,4,2023,False
722,2023-12-23,23,Saturday,12,December,4,2023,True
723,2023-12-24,24,Sunday,12,December,4,2023,True
724,2023-12-25,25,Monday,12,December,4,2023,False
725,2023-12-26,26,Tuesday,12,December,4,2023,False
726,2023-12-27,27,Wednesday,12,December,4,2023,False
727,2023-12-28,28,Thursday,12,December,4,2023,False
728,2023-12-29,29,Friday,12,December,4,2023,False
729,2023-12-30,30,Saturday,12,December,4,2023,True
730,2023-12-31,31,Sunday,12,December,4,2023,True
731,2024-01-01,1,Monday,1,January,1,2024,False
732,2024-01-02,2,Tuesday,1,January,1,2024,False
733,2024-01-03,3,Wednesday,1,January,1,2024,False
734,2024-01-04,4,Thursday,1,January,1,2024,False
735,2024-01-05,5,Friday,1,January,1,2024,False
736,2024-01-06,6,Saturday,1,January,1,2024,True
737,2024-01-07,7,Sunday,1,January,1,2024,True
738,2024-01-08,8,Monday,1,January,1,2024,False
739,2024-01-09,9,Tuesday,1,January,1,2024,False
740,2024-01-10,10,Wednesday,1,January,1,2024,False
741,2024-01-11,11,Thursday,1,January,1,2024,False
742,2024-01-12,12,Friday,1,January,1,2024,False
743,2024-01-13,13,Saturday,1,January,1,2024,True
744,2024-01-14,14,Sunday,1,January,1,2024,True
745,2024-01-15,15,Monday,1,January,1,2024,False
746,2024-01-16,16,Tuesday,1,January,1,2024,False
747,2024-01-17,17,Wednesday,1,January,1,2024,False
748,2024-01-18,18,Thursday,1,January,1,2024,False
749,2024-01-19,19,Friday,1,January,1,2024,False
750,2024-01-20,20,Saturday,1,January,1,2024,True
751,2024-01-21,21,Sunday,1,January,1,2024,True
752,2024-01-22,22,Monday,1,January,1,2024,False
753,2024-01-23,23,Tuesday,1,January,1,2024,False
754,2024-01-24,24,Wednesday,1,January,1,2024,False
755,2024-01-25,25,Thursday,1,January,1,2024,False
756,2024-01-26,26,Friday,1,January,1,2024,False
757,2024-01-27,27,Saturday,1,January,1,2024,True
758,2024-01-28,28,Sunday,1,January,1,2024,True
759,2024-01-29,29,Monday,1,January,1,2024,False
760,2024-01-30,30,Tuesday,1,January,1,2024,False
761,2024-01-31,31,Wednesday,1,January,1,2024,False
762,2024-02-01,1,Thursday,2,February,1,2024,False
763,2024-02-02,2,Friday,2,February,1,2024,False
764,2024-02-03,3,Saturday,2,February,1,2024,True
765,2024-02-04,4,Sunday,2,February,1,2024,True
766,2024-02-05,5,Monday,2,February,1,2024,False
767,2024-02-06,6,Tuesday,2,February,1,2024,False
768,2024-02-07,7,Wednesday,2,February,1,2024,False
769,2024-02-08,8,Thursday,2,February,1,2024,False
770,2024-02-09,9,Friday,2,February,1,2024,False
771,2024-02-10,10,Saturday,2,February,1,2024,True
772,2024-02-11,11,Sunday,2,February,1,2024,True
773,2024-02-12,12,Monday,2,February,1,2024,False
774,2024-02-13,13,Tuesday,2,February,1,2024,False
775,2024-02-14,14,Wednesday,2,February,1,2024,False
776,2024-02-15,15,Thursday,2,February,1,2024,False
777,2024-02-16,16,Friday,2,February,1,2024,False
778,2024-02-17,17,Saturday,2,February,1,2024,True
779,2024-02-18,18,Sunday,2,February,1,2024,True
780,2024-02-19,19,Monday,2,February,1,2024,False
781,2024-02-20,20,Tuesday,2,February,1,2024,False
782,2024-02-21,21,Wednesday,2,February,1,2024,False
783,2024-02-22,22,Thursday,2,February,1,2024,False
784,2024-02-23,23,Friday,2,February,1,2024,False
785,2024-02-24,24,Saturday,2,February,1,2024,True
786,2024-02-25,25,Sunday,2,February,1,2024,True
787,2024-02-26,26,Monday,2,February,1,2024,False
788,2024-02-27,27,Tuesday,2,February,1,2024,False
789,2024-02-28,28,Wednesday,2,February,1,2024,False
790,2024-02-29,29,Thursday,2,February,1,2024,False
791,2024-03-01,1,Friday,3,March,1,2024,False
792,2024-03-02,2,Saturday,3,March,1,2024,True
793,2024-03-03,3,Sunday,3,March,1,2024,True
794,2024-03-04,4,Monday,3,March,1,2024,False
795,2024-03-05,5,Tuesday,3,March,1,2024,False
796,2024-03-06,6,Wednesday,3,March,1,2024,False
797,2024-03-07,7,Thursday,3,March,1,2024,False
798,2024-03-08,8,Friday,3,March,1,2024,False
799,2024-03-09,9,Saturday,3,March,1,2024,True
800,2024-03-10,10,Sunday,3,March,1,2024,True
801,2024-03-11,11,Monday,3,March,1,2024,False
802,2024-03-12,12,Tuesday,3,March,1,2024,False
803,2024-03-13,13,Wednesday,3,March,1,2024,False
804,2024-03-14,14,Thursday,3,March,1,2024,False
805,2024-03-15,15,Friday,3,March,1,2024,False
806,2024-03-16,16,Saturday,3,March,1,2024,True
807,2024-03-17,17,Sunday,3,March,1,2024,True
808,2024-03-18,18,Monday,3,March,1,2024,False
809,2024-03-19,19,Tuesday,3,March,1,2024,False
810,2024-03-20,20,Wednesday,3,March,1,2024,False
811,2024-03-21,21,Thursday,3,March,1,2024,False
812,2024-03-22,22,Friday,3,March,1,2024,False
813,2024-03-23,23,Saturday,3,March,1,2024,True
814,2024-03-24,24,Sunday,3,March,1,2024,True
815,2024-03-25,25,Monday,3,March,1,2024,False
816,2024-03-26,26,Tuesday,3,March,1,2024,False
817,2024-03-27,27,Wednesday,3,March,1,2024,False
818,2024-03-28,28,Thursday,3,March,1,2024,False
819,2024-03-29,29,Friday,3,March,1,2024,False
820,2024-03-30,30,Saturday,3,March,1,2024,True
821,2024-03-31,31,Sunday,3,March,1,2024,True
822,2024-04-01,1,Monday,4,April,2,2024,False
823,2024-04-02,2,Tuesday,4,April,2,2024,False
824,2024-04-03,3,Wednesday,4,April,2,2024,False
825,2024-04-04,4,Thursday,4,April,2,2024,False
826,2024-04-05,5,Friday,4,April,2,2024,False
827,2024-04-06,6,Saturday,4,April,2,2024,True
828,2024-04-07,7,Sunday,4,April,2,2024,True
829,2024-04-08,8,Monday,4,April,2,2024,False
830,2024-04-09,9,Tuesday,4,April,2,2024,False
831,2024-04-10,10,Wednesday,4,April,2,2024,False
832,2024-04-11,11,Thursday,4,April,2,2024,False
833,2024-04-12,12,Friday,4,April,2,2024,False
834,2024-04-13,13,Saturday,4,April,2,2024,True
835,2024-04-14,14,Sunday,4,April,2,2024,True
836,2024-04-15,15,Monday,4,April,2,2024,False
837,2024-04-16,16,Tuesday,4,April,2,2024,False
838,2024-04-17,17,Wednesday,4,April,2,2024,False
839,2024-04-18,18,Thursday,4,April,2,2024,False
840,2024-04-19,19,Friday,4,April,2,2024,False
841,2024-04-20,20,Saturday,4,April,2,2024,True
842,2024-04-21,21,Sunday,4,April,2,2024,True
843,2024-04-22,22,Monday,4,April,2,2024,False
844,2024-04-23,23,Tuesday,4,April,2,2024,False
845,2024-04-24,24,Wednesday,4,April,2,2024,False
846,2024-04-25,25,Thursday,4,April,2,2024,False
847,2024-04-26,26,Friday,4,April,2,2024,False
848,2024-04-27,27,Saturday,4,April,2,2024,True
849,2024-04-28,28,Sunday,4,April,2,2024,True
850,2024-04-29,29,Monday,4,April,2,2024,False
851,2024-04-30,30,Tuesday,4,April,2,2024,False
852,2024-05-01,1,Wednesday,5,May,2,2024,False
853,2024-05-02,2,Thursday,5,May,2,2024,False
854,2024-05-03,3,Friday,5,May,2,2024,False
855,2024-05-04,4,Saturday,5,May,2,2024,True
856,2024-05-05,5,Sunday,5,May,2,2024,True
857,2024-05-06,6,Monday,5,May,2,2024,False
858,2024-05-07,7,Tuesday,5,May,2,2024,False
859,2024-05-08,8,Wednesday,5,May,2,2024,False
860,2024-05-09,9,Thursday,5,May,2,2024,False
861,2024-05-10,10,Friday,5,May,2,2024,False
862,2024-05-11,11,Saturday,5,May,2,2024,True
863,2024-05-12,12,Sunday,5,May,2,2024,True
864,2024-05-13,13,Monday,5,May,2,2024,False
865,2024-05-14,14,Tuesday,5,May,2,2024,False
866,2024-05-15,15,Wednesday,5,May,2,2024,False
867,2024-05-16,16,Thursday,5,May,2,2024,False
868,2024-05-17,17,Friday,5,May,2,2024,False
869,2024-05-18,18,Saturday,5,May,2,2024,True
870,2024-05-19,19,Sunday,5,May,2,2024,True
871,2024-05-20,20,Monday,5,May,2,2024,False
872,2024-05-21,21,Tuesday,5,May,2,2024,False
873,2024-05-22,22,Wednesday,5,May,2,2024,False
874,2024-05-23,23,Thursday,5,May,2,2024,False
875,2024-05-24,24,Friday,5,May,2,2024,False
876,2024-05-25,25,Saturday,5,May,2,2024,True
877,2024-05-26,26,Sunday,5,May,2,2024,True
878,2024-05-27,27,Monday,5,May,2,2024,False
879,2024-05-28,28,Tuesday,5,May,2,2024,False
880,2024-05-29,29,Wednesday,5,May,2,2024,False
881,2024-05-30,30,Thursday,5,May,2,2024,False
882,2024-05-31,31,Friday,5,May,2,2024,False
883,2024-06-01,1,Saturday,6,June,2,2024,True
884,2024-06-02,2,Sunday,6,June,2,2024,True
885,2024-06-03,3,Monday,6,June,2,2024,False
886,2024-06-04,4,Tuesday,6,June,2,2024,False
887,2024-06-05,5,Wednesday,6,June,2,2024,False
888,2024-06-06,6,Thursday,6,June,2,2024,False
889,2024-06-07,7,Friday,6,June,2,2024,False
890,2024-06-08,8,Saturday,6,June,2,2024,True
891,2024-06-09,9,Sunday,6,June,2,2024,True
892,2024-06-10,10,Monday,6,June,2,2024,False
893,2024-06-11,11,Tuesday,6,June,2,2024,False
894,2024-06-12,12,Wednesday,6,June,2,2024,False
895,2024-06-13,13,Thursday,6,June,2,2024,False
896,2024-06-14,14,Friday,6,June,2,2024,False
897,2024-06-15,15,Saturday,6,June,2,2024,True
898,2024-06-16,16,Sunday,6,June,2,2024,True
899,2024-06-17,17,Monday,6,June,2,2024,False
900,2024-06-18,18,Tuesday,6,June,2,2024,False
901,2024-06-19,19,Wednesday,6,June,2,2024,False
902,2024-06-20,20,Thursday,6,June,2,2024,False
903,2024-06-21,21,Friday,6,June,2,2024,False
904,2024-06-22,22,Saturday,6,June,2,2024,True
905,2024-06-23,23,Sunday,6,June,2,2024,True
906,2024-06-24,24,Monday,6,June,2,2024,False
907,2024-06-25,25,Tuesday,6,June,2,2024,False
908,2024-06-26,26,Wednesday,6,June,2,2024,False
909,2024-06-27,27,Thursday,6,June,2,2024,False
910,2024-06-28,28,Friday,6,June,2,2024,False
911,2024-06-29,29,Saturday,6,June,2,2024,True
912,2024-06-30,30,Sunday,6,June,2,2024,True
913,2024-07-01,1,Monday,7,July,3,2024,False
914,2024-07-02,2,Tuesday,7,July,3,2024,False
915,2024-07-03,3,Wednesday,7,July,3,2024,False
916,2024-07-04,4,Thursday,7,July,3,2024,False
917,2024-07-05,5,Friday,7,July,3,2024,False
918,2024-07-06,6,Saturday,7,July,3,2024,True
919,2024-07-07,7,Sunday,7,July,3,2024,True
920,2024-07-08,8,Monday,7,July,3,2024,False
921,2024-07-09,9,Tuesday,7,July,3,2024,False
922,2024-07-10,10,Wednesday,7,July,3,2024,False
923,2024-07-11,11,Thursday,7,July,3,2024,False
924,2024-07-12,12,Friday,7,July,3,2024,False
925,2024-07-13,13,Saturday,7,July,3,2024,True
926,2024-07-14,14,Sunday,7,July,3,2024,True
927,2024-07-15,15,Monday,7,July,3,2024,False
928,2024-07-16,16,Tuesday,7,July,3,2024,False
929,2024-07-17,17,Wednesday,7,July,3,2024,False
930,2024-07-18,18,Thursday,7,July,3,2024,False
931,2024-07-19,19,Friday,7,July,3,2024,False
932,2024-07-20,20,Saturday,7,July,3,2024,True
933,2024-07-21,21,Sunday,7,July,3,2024,True
934,2024-07-22,22,Monday,7,July,3,2024,False
935,2024-07-23,23,Tuesday,7,July,3,2024,False
936,2024-07-24,24,Wednesday,7,July,3,2024,False
937,2024-07-25,25,Thursday,7,July,3,2024,False
938,2024-07-26,26,Friday,7,July,3,2024,False
939,2024-07-27,27,Saturday,7,July,3,2024,True
940,2024-07-28,28,Sunday,7,July,3,2024,True
941,2024-07-29,29,Monday,7,July,3,2024,False
942,2024-07-30,30,Tuesday,7,July,3,2024,False
943,2024-07-31,31,Wednesday,7,July,3,2024,False
944,2024-08-01,1,Thursday,8,August,3,2024,False
945,2024-08-02,2,Friday,8,August,3,2024,False
946,2024-08-03,3,Saturday,8,August,3,2024,True
947,2024-08-04,4,Sunday,8,August,3,2024,True
948,2024-08-05,5,Monday,8,August,3,2024,False
949,2024-08-06,6,Tuesday,8,August,3,2024,False
950,2024-08-07,7,Wednesday,8,August,3,2024,False
951,2024-08-08,8,Thursday,8,August,3,2024,False
952,2024-08-09,9,Friday,8,August,3,2024,False
953,2024-08-10,10,Saturday,8,August,3,2024,True
954,2024-08-11,11,Sunday,8,August,3,2024,True
955,2024-08-12,12,Monday,8,August,3,2024,False
956,2024-08-13,13,Tuesday,8,August,3,2024,False
957,2024-08-14,14,Wednesday,8,August,3,2024,False
958,2024-08-15,15,Thursday,8,August,3,2024,False
959,2024-08-16,16,Friday,8,August,3,2024,False
960,2024-08-17,17,Saturday,8,August,3,2024,True
961,2024-08-18,18,Sunday,8,August,3,2024,True
962,2024-08-19,19,Monday,8,August,3,2024,False
963,2024-08-20,20,Tuesday,8,August,3,2024,False
964,2024-08-21,21,Wednesday,8,August,3,2024,False
965,2024-08-22,22,Thursday,8,August,3,2024,False
966,2024-08-23,23,Friday,8,August,3,2024,False
967,2024-08-24,24,Saturday,8,August,3,2024,True
968,2024-08-25,25,Sunday,8,August,3,2024,True
969,2024-08-26,26,Monday,8,August,3,2024,False
970,2024-08-27,27,Tuesday,8,August,3,2024,False
971,2024-08-28,28,Wednesday,8,August,3,2024,False
972,2024-08-29,29,Thursday,8,August,3,2024,False
973,2024-08-30,30,Friday,8,August,3,2024,False
974,2024-08-31,31,Saturday,8,August,3,2024,True
975,2024-09-01,1,Sunday,9,September,3,2024,True
976,2024-09-02,2,Monday,9,September,3,2024,False
977,2024-09-03,3,Tuesday,9,September,3,2024,False
978,2024-09-04,4,Wednesday,9,September,3,2024,False
979,2024-09-05,5,Thursday,9,September,3,2024,False
980,2024-09-06,6,Friday,9,September,3,2024,False
981,2024-09-07,7,Saturday,9,September,3,2024,True
982,2024-09-08,8,Sunday,9,September,3,2024,True
983,2024-09-09,9,Monday,9,September,3,2024,False
984,2024-09-10,10,Tuesday,9,September,3,2024,False
985,2024-09-11,11,Wednesday,9,September,3,2024,False
986,2024-09-12,12,Thursday,9,September,3,2024,False
987,2024-09-13,13,Friday,9,September,3,2024,False
988,2024-09-14,14,Saturday,9,September,3,2024,True
989,2024-09-15,15,Sunday,9,September,3,2024,True
990,2024-09-16,16,Monday,9,September,3,2024,False
991,2024-09-17,17,Tuesday,9,September,3,2024,False
992,2024-09-18,18,Wednesday,9,September,3,2024,False
993,2024-09-19,19,Thursday,9,September,3,2024,False
994,2024-09-20,20,Friday,9,September,3,2024,False
995,2024-09-21,21,Saturday,9,September,3,2024,True
996,2024-09-22,22,Sunday,9,September,3,2024,True
997,2024-09-23,23,Monday,9,September,3,2024,False
998,2024-09-24,24,Tuesday,9,September,3,2024,False
999,2024-09-25,25,Wednesday,9,September,3,2024,False
1000,2024-09-26,26,Thursday,9,September,3,2024,False
1001,2024-09-27,27,Friday,9,September,3,2024,False
1002,2024-09-28,28,Saturday,9,September,3,2024,True
1003,2024-09-29,29,Sunday,9,September,3,2024,True
1004,2024-09-30,30,Monday,9,September,3,2024,False
1005,2024-10-01,1,Tuesday,10,October,4,2024,False
1006,2024-10-02,2,Wednesday,10,October,4,2024,False
1007,2024-10-03,3,Thursday,10,October,4,2024,False
1008,2024-10-04,4,Friday,10,October,4,2024,False
1009,2024-10-05,5,Saturday,10,October,4,2024,True
1010,2024-10-06,6,Sunday,10,October,4,2024,True
1011,2024-10-07,7,Monday,10,October,4,2024,False
1012,2024-10-08,8,Tuesday,10,October,4,2024,False
1013,2024-10-09,9,Wednesday,10,October,4,2024,False
1014,2024-10-10,10,Thursday,10,October,4,2024,False
1015,2024-10-11,11,Friday,10,October,4,2024,False
1016,2024-10-12,12,Saturday,10,October,4,2024,True
1017,2024-10-13,13,Sunday,10,October,4,2024,True
1018,2024-10-14,14,Monday,10,October,4,2024,False
1019,2024-10-15,15,Tuesday,10,October,4,2024,False
1020,2024-10-16,16,Wednesday,10,October,4,2024,False
1021,2024-10-17,17,Thursday,10,October,4,2024,False
1022,2024-10-18,18,Friday,10,October,4,2024,False
1023,2024-10-19,19,Saturday,10,October,4,2024,True
1024,2024-10-20,20,Sunday,10,October,4,2024,True
1025,2024-10-21,21,Monday,10,October,4,2024,False
1026,2024-10-22,22,Tuesday,10,October,4,2024,False
1027,2024-10-23,23,Wednesday,10,October,4,2024,False
1028,2024-10-24,24,Thursday,10,October,4,2024,False
1029,2024-10-25,25,Friday,10,October,4,2024,False
1030,2024-10-26,26,Saturday,10,October,4,2024,True
